Datetime, Search terms, Website, Result number, Total results requested, ID number, Title, Date Submitted, Abstract, Downloaded?, FileNamePath, all_authors, all_locations, first_author, firstauthor_location, lastauthor, last_author_location, citations
072020-203132,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,56,200000,676122v2,Serum level of High-density lipoprotein particles are independently associated with long-term prognosis in patients with coronary artery disease: The GENES study,12/10/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/676122v2.pdf,Thibaut Duparc; Jean-Bernard Ruidavets; Annelise Genoux; Cécile Ingueneau; Souad Najib; Jean Ferrieres; Bertrand Perret; Laurent O. Martinez,,Thibaut Duparc,,Laurent O. Martinez,,
072020-202950,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,15,200000,865790v1,Glucose metabolism promotes neonatal heart regeneration,12/9/19,"The mammalian heart switches its main metabolic substrate from glucose to fatty acids shortly after birth. This metabolic switch coincides with the loss of regenerative capacity in the heart. However, it is unknown whether glucose metabolism itself regulates heart regeneration. Here, we report that glucose metabolism is a determinant of regenerative capacity in the neonatal mammalian heart. Cardiac-specific overexpression of Glut1, the embryonic form of constitutively active glucose transporter, resulted in an increase in glucose uptake and concomitant glycogen storage in postnatal heart. Upon cryoinjury, Glut1 transgenic hearts showed higher regenerative capacity with less fibrosis than non-transgenic control hearts. Interestingly, flow cytometry analysis revealed two distinct populations of ventricular cardiomyocytes: Tnnt2-high and Tnnt2-low cardiomyocytes, the latter of which showed significantly higher mitotic activity in response to high intracellular glucose in Glut1 transgenic hearts. Metabolic profiling shows that Glut1-transgenic hearts have a significant increase in the glucose metabolites upon injury, and inhibition of the nucleotide biosynthesis abrogated the regenerative advantage of high intra-cardiomyocyte glucose level. Our data suggest that the increased in glucose metabolism promotes cardiac regeneration in neonatal mouse heart.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/865790v1.pdf,Viviana M Fajardo Martinez; Iris Feng; Bao Ying Chen; Cesar A Perez; Baochen Shi; Peter Clark; Rong Tian; Ching-Ling Lien; Matteo Pellegrini; Heather Christofk; Haruko Nakano; Atsushi Nakano,,Viviana M Fajardo Martinez,,Atsushi Nakano,,
072020-203822,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,214,200000,857649v1,Skap2 Regulates Atherosclerosis through Macrophage Polarization and Efferocytosis,12/2/19,"Rationale Atherosclerosis causes more deaths than any other pathophysiologic process. It has a well-established inflammatory, macrophage-mediated component, but important and potentially protective intracellular macrophage processes in atherosclerosis remain enigmatic. Src Kinase-Associated Phosphoprotein 2 (Skap2) is a macrophage-predominant adaptor protein critical for cytoskeletal reorganization, and thereby, for macrophage migration and chemotaxis. The role of macrophage Skap2 in atherosclerosis is unknown and deserves exploration.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/857649v1.pdf,Danielle Hyatt; Allison E. Schroeder; Ashita Bhatnagar; David E. Golan; Kenneth D. Swanson; Francis J. Alenghat,,Danielle Hyatt,,Francis J. Alenghat,,
072020-203258,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,91,200000,743542v2,An Active Inference Approach to Dissecting Reasons for Non-Adherence to Antidepressants,11/29/19,"Background Antidepressant medication adherence is among the most important problems in health care worldwide. Interventions designed to increase adherence have largely failed, pointing towards a critical need to better understand the underlying decision-making processes that contribute to adherence. A computational decision-making model that integrates empirical data with a fundamental action selection principle could be pragmatically useful in 1) making individual level predictions about adherence, and 2) providing an explanatory framework that improves our understanding of non-adherence.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/743542v2.pdf,Ryan Smith; Sahib Khalsa; Martin Paulus,,Ryan Smith,,Martin Paulus,,
072020-203018,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,25,200000,854372v1,Agrin promotes coordinated therapeutic processes leading to improved cardiac repair in pigs,11/25/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/854372v1.pdf,Andrea Baehr; Kfir Baruch Umansky; Elad Bassat; Katharina Klett; Victoria Jurisch; Tarik Bozoglu; Nadja Hornaschewitz; Olga Solyanik; David Kain; Bartolo Ferrero; Renee Cohen-Rabi; Markus Krane; Clemens Cyran; Oliver Soehnlein; Karl Ludwig Laugwitz; Rabea Hinkel; Christian Kupatt; Eldad Tzahor,,Andrea Baehr,,Eldad Tzahor,,
072020-203808,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,208,200000,847780v1,"Context-dependent role of vinculin in neutrophil adhesion, motility and trafficking",11/20/19,"Neutrophils are innate immune effector cells that traffic from the peripheral blood to extravascular sites of inflammation. β2 integrins are involved during multiple phases of neutrophil recruitment, including the transition from rolling to arrest, firm attachment and motility within the vasculature. Following neutrophil arrest, adhesion stabilization occurs as the neutrophil interacts with the endothelial surface and crawls into a favorable position for extravasation. The cytoskeletal protein vinculin has been implicated in other cell types as a regulator of adhesion strength by promoting focal adhesion maturation and as a sensor of the mechanical properties of the microenvironment. Neutrophils express vinculin but do not form mature focal adhesions. Here, we characterize the role of vinculin in β2 integrin-dependent neutrophil adhesion, motility, mechanosensing, and recruitment. We observe that knockout of vinculin attenuates, but does not completely abrogate, neutrophil adhesion, spreading, and crawling under static conditions. In the presence of forces from fluid flow, vinculin was not required for neutrophil adhesion or migration. Vinculin deficiency only mildly attenuated neutrophil traction stresses and spreading on stiff, but not soft, polyacrylamide gels indicating a minor role for vinculin in the mechanosensing of the neutrophil as compared to slower moving mesenchymal cells that form mature focal adhesions. Consistent with these findings, we observe in vivo neutrophil recruitment into the inflamed peritoneum of mice remains intact in the absence of vinculin. Together, these data suggest that while vinculin regulates some aspects of neutrophil adhesion and spreading, it may be dispensable for neutrophil recruitment and motility in vivo.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/847780v1.pdf,Zachary S. Wilson; Hadley Witt; Lauren Hazlett; Michael Harman; Brittany M. Neumann; Andrew Whitman; Mohak Patel; Robert S. Ross; Christian Franck; Jonathan S. Reichner; Craig T. Lefort,,Zachary S. Wilson,,Craig T. Lefort,,
072020-203212,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,71,200000,357236v4,Endothelial sphingosine-1-phosphate receptor 1 deficiency exacerbates brain injury and blood brain barrier dysfunction upon subarachnoid hemorrhage in mice,11/17/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/357236v4.pdf,Akira Ito; Hiroki Uchida; Gab Seok Kim; Giuseppe Faraco; Richard Proia; Kuniyasu Niizuma; Teiji Tominaga; Josef Anrather; Costantino Iadecola; Michael J Kluk; Teresa Sanchez,,Akira Ito,,Teresa Sanchez,,
072020-202926,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,7,200000,840363v1,"An Inflammatory Clock Predicts Multi-morbidity, Immunosenescence and Cardiovascular Aging in Humans",11/16/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/840363v1.pdf,Nazish Sayed; Tianxiang Gao; Robert Tibshirani; Trevor Hastie; Lu Cui; Tatiana Kuznetsova; Yael Rosenberg-Hasson; Rita Ostan; Daniela Monti; Benoit Lehallier; Shai Shen-Orr; Holden T. Maecker; Cornelia L. Dekker; Tony Wyss-Coray; Claudio Franceschi; Vladimir Jojic; François Haddad; José G. Montoya; Joseph C. Wu; David Furman,,Nazish Sayed,,David Furman,,
072020-203655,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,183,200000,840702v1,Divergent Energy Expenditure Impacts Mouse Metabolic Adaptation to Acute High-Fat/High-Sucrose Diet Producing Sexually Dimorphic Weight Gain Patterns,11/13/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/840702v1.pdf,E. Matthew Morris; Roberto D. Noland; Julie A. Allen; Colin S. McCoin; Qing Xia; Devin C. Koestler; Robin P. Shook; John R.B. Lighton; Julie A. Christianson; John P. Thyfault,,E. Matthew Morris,,John P. Thyfault,,
072020-203256,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,90,200000,824185v1,Sarcomeres regulate cardiomyocyte maturation through MRTF-SRF signaling,11/13/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/824185v1.pdf,Yuxuan Guo; Blake D. Jardin; Isha Sethi; Qing Ma; Behzad Moghadaszadeh; Emily C. Troiano; Michael A. Trembley; Eric M. Small; Guo-Cheng Yuan; Alan H. Beggs; William T. Pu,,Yuxuan Guo,,William T. Pu,,
072020-203358,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,115,200000,832162v1,Leveraging pleiotropy to discover and interpret GWAS results for sleep-associated traits,11/7/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/832162v1.pdf,Sebastian Akle; Sung Chun; Athanasios Teodosiadis; Brian E. Cade; Heming Wang; Tamar Sofer; Daniel S. Evans; Katie L. Stone; Sina A. Gharib; Sutapa Mukherjee; Lyle J. Palmer; David Hillman; Jerome I. Rotter; John A. Stamatoyannopoulos; Susan Redline; Chris Cotsapas; Shamil R. Sunyaev,,Sebastian Akle,,Shamil R. Sunyaev,,
072020-203409,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,123,200000,819458v1,Alcohol Effects on Globus Pallidus Connectivity: Role of Impulsivity and Binge Drinking,10/25/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/819458v1.pdf,Samantha J. Fede; Karina P. Abrahao; Carlos R. Cortes; Erica N. Grodin; Melanie L. Schwandt; David T. George; Nancy Diazgranados; Vijay A. Ramchandani; David M. Lovinger; Reza Momenan,,Samantha J. Fede,,Reza Momenan,,
072020-203314,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,98,200000,820167v1,MitoPlex: A Targeted Multiple Reaction Monitoring Assay for Quantification of a Curated Set of Mitochondrial Proteins,10/25/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/820167v1.pdf,Aleksandr B. Stotland; Weston Spivia; Amanda Orosco; Allen M. Andres; Roberta A. Gottlieb; Jennifer E. Van Eyk; Sarah J. Parker,,Aleksandr B. Stotland,,Sarah J. Parker,,
072020-203203,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,67,200000,808402v1,In vivo CRISPR screening identifies RNF20/40 as epigenetic regulators of cardiomyocyte maturation,10/17/19,"Between birth and adulthood cardiomyocytes (CMs) undergo dramatic changes in size, ultrastructure, metabolism, and gene expression, in a process collectively referred to as CM maturation. The transcriptional network that coordinates CM maturation is poorly understood, creating a bottleneck for cardiac regenerative medicine. Forward genetic screens are a powerful, unbiased method to gain novel insights into transcriptional networks, yet this approach has rarely been used in vivo in mammals because of high resource demands. Here we utilized somatic mutagenesis to perform the first reported in vivo CRISPR genetic screen within a mammalian heart. We discovered and validated several novel transcriptional regulators of CM maturation. Among them were RNF20 and RNF40, which form a complex that monoubiquitinates H2B on lysine 120. Mechanistic studies indicated that this epigenetic mark controls dynamic changes in gene expression required for CM maturation. These insights into CM maturation will inform efforts in cardiac regenerative medicine. More broadly, our approach will enable unbiased forward genetics across mammalian organ systems.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/808402v1.pdf,Nathan J. VanDusen; Julianna Y. Lee; Weiliang Gu; Isha Sethi; Yanjiang Zheng; Justin S. King; Ping-Zhu Zhou; Shengbao Suo; Yuxuan Guo; Qing Ma; Guo-Cheng Yuan; William T. Pu,,Nathan J. VanDusen,,William T. Pu,,
072020-203701,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,184,200000,799619v1,Fatty acid oxidation impairs macrophage effector functions that control Mycobacterium tuberculosis,10/10/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/799619v1.pdf,Pallavi Chandra; Li He; Matthew Zimmerman; Guozhe Yang; Stefan Köster; Mireille Ouimet; Han Wang; Kathyrn J. Moore; Véronique Dartois; Joel D. Schilling; Jennifer A. Philips,,Pallavi Chandra,,Jennifer A. Philips,,
072020-203601,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,162,200000,799718v1,Palmitate induces apoptotic cell death and inflammasome activation in human placental macrophages,10/10/19,"Introduction There is an increasing prevalence of non-communicable diseases worldwide. Metabolic diseases such as obesity and gestational diabetes mellitus (GDM) increasingly affect women during pregnancy, which can harm pregnancy outcomes and the long-term health and wellbeing of exposed offspring. Both obesity and GDM have been associated with proinflammatory effects within the placenta, the critical organ governing fetal development.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/799718v1.pdf,Lisa M. Rogers; Carlos H. Serezani; Alison J. Eastman; Alyssa H. Hasty; Linda Englund-Ögge; Bo Jacobsson; Kasey C. Vickers; David M. Aronoff,,Lisa M. Rogers,,David M. Aronoff,,
072020-203508,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,144,200000,790626v1,Genetic predisposition to myeloproliferative neoplasms implicates hematopoietic stem cell biology,10/8/19,"Myeloproliferative neoplasms (MPNs) are blood cancers characterized by excessive production of mature myeloid cells that result from the acquisition of somatic driver mutations in hematopoietic stem cells (HSCs)1. While substantial progress has been made to define the causal somatic mutation profile for MPNs2, epidemiologic studies indicate a significant heritable component for the disease that is among the highest known for all cancers3. However, only a limited set of genetic risk loci have been identified, and the underlying biological mechanisms leading to MPN acquisition remain unexplained. Here, to define the inherited risk profile, we conducted the largest genome-wide association study of MPNs to date (978,913 individuals with 3,224 cases) and identified 14 genome-wide significant loci, as well as a polygenic signature that increases the odds for disease acquisition by nearly 3-fold between the top and median deciles. Interestingly, we find a shared genetic architecture between MPN risk and several hematopoietic traits spanning distinct lineages, as well as an association between increased MPN risk and longer leukocyte telomere length, collectively implicating HSC function and self-renewal. Strikingly, we find a significant enrichment for risk variants mapping to accessible chromatin in HSCs compared with other hematopoietic populations. Finally, gene mapping identifies modulators of HSC biology and targeted variant-to-function analyses suggest likely roles for CHEK2 and GFI1B in altering HSC function to confer disease risk. Overall, we demonstrate the power of human genetic studies to illuminate a previously unappreciated mechanism for MPN risk through modulation of HSC function.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/790626v1.pdf,Erik L. Bao; Satish K. Nandakumar; Xiaotian Liao; Alexander Bick; Juha Karjalainen; Marcin Tabaka; Olga I. Gan; Aki Havulinna; Tuomo Kiiskinen; Caleb A. Lareau; Aitzkoa L. de Lapuente Portilla; Bo Li; Connor Emdin; Veryan Codd; Christopher P. Nelson; Pradeep Natarajan; Claire Churchhouse; Björn Nilsson; Peter W.F. Wilson; Kelly Cho; Saiju Pyarajan; J. Michael Gaziano; Nilesh J. Samani; Aviv Regev; Aarno Palotie; Benjamin M. Neale; John E. Dick; Christopher J. O’Donnell; Mark J. Daly; Michael Milyavsky; Sekar Kathiresan; Vijay G. Sankaran,,Erik L. Bao,,Vijay G. Sankaran,,
072020-203250,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,88,200000,782920v1,Control of cytokinesis by β-adrenergic receptors indicates an approach for regulating cardiomyocyte endowment,10/4/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/782920v1.pdf,Honghai Liu; Cheng-Hai Zhang; Niyatie Ammanamanchi; Sangita Suresh; Christopher Lewarchik; Krithika Rao; Gerrida M. Uys; Lu Han; Maryline Abrial; Dean Yimlamai; Balakrishnan Ganapathy; Christelle Guillermier; Nathalie Chen; Mugdha Khaladkar; Jennifer Spaethling; James H. Eberwine; Junhyong Kim; Stuart Walsh; Sangita Choudhury; Kathryn Little; Kimberly Francis; Mahesh Sharma; Melita Viegas; Abha Bais; Dennis Kostka; Jun Ding; Ziv Bar-Joseph; Yijen Wu; Matthew L. Steinhauser; Bernhard Kühn,,Honghai Liu,,Bernhard Kühn,,
072020-203312,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,97,200000,763722v2,Software as a Service for the Genomic Prediction of Complex Diseases,9/27/19,"In the last decade the scientific community witnessed a large increase in Genome-Wide Association Study sample size, in the availability of large Biobanks and in the improvements of statistical methods to model genomes features. This have paved the way for the development of new prediction medicine tools that use genomic data to estimate disease risk. One of these tools is the Polygenic Risk Score (PRS), a metric that estimates the genetic risk of an individual to develop a disease, based on a combination of a large number of genetic variants.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/763722v2.pdf,Alessandro Bolli; Paolo Di Domenico; Giordano Bottà,,Alessandro Bolli,,Giordano Bottà,,
072020-203448,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,137,200000,781039v1,Genetic drug target validation using Mendelian randomization,9/25/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/781039v1.pdf,A F Schmidt; C Finan; M Gordillo-Marañón; F W Asselbergs; D F Freitag; R S Patel; B Tyl; S Chopade; R Faraway; M Zwierzyna; A D Hingorani,,A F Schmidt,,A D Hingorani,,
072020-203846,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,219,200000,780791v1,Chikungunya virus infection impairs osteogenic differentiation of bone marrow-derived mesenchymal stem cells,9/24/19,"Chikungunya virus (CHIKV) is a positive-sense, single-stranded RNA virus, belonging to the genus alphavirus in the family Togaviridae. The virus is spread by the Aedes species (sp.) mosquitoes in tropical and subtropical regions of the world. CHIKV causes Chikungunya fever (CHIKF), where the acute stage of infection is characterized by high fever, headache, rash, and polyarthralgia. In 30-40% of cases, patients develop a chronic stage with debilitating joint pain persisting for months to years imposing a burden on the population in terms of disability adjusted life years (DALY). Presently, no vaccines or treatment options are available for this infection. Prior investigations reveal that CHIKV infection is associated with bone pathology; however, the molecular mechanism underlying CHIKV-induced bone pathology remains poorly defined. Studies show that disruption of osteogenic differentiation and function of bone marrow-derived mesenchymal stem cells (BMMSCs) can lead to bone pathologies. However, to date pathogenesis of CHIKV infection in this context has not been studied. In the current study, we investigated the susceptibility of BMMSCs to CHIKV and studied the effect of infection on BMMSCs-derived osteogenic cells. To our knowledge, for the first time we report that CHIKV can productively infect BMMSCs. We observed a decrease in the intracellular and extracellular alkaline phosphatase (ALP) activity and reduction in calcium phosphate deposition in infected cells compared to mock-infected control. Thus, we conclude that CHIKV infects BMMSCs and disrupts function of osteogenic cells.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/780791v1.pdf,Enakshi Roy; Wen Shi; Bin Duan; St Patrick Reid,,Enakshi Roy,,St Patrick Reid,,
072020-202909,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,2,200000,766022v1,Detection and Classification of Cardiac Arrhythmias by a Challenge-Best Deep Learning Neural Network Model,9/19/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/766022v1.pdf,Tsai-Min Chen; Chih-Han Huang; Edward S. C. Shih; Yu-Feng Hu; Ming-Jing Hwang,,Tsai-Min Chen,,Ming-Jing Hwang,,
072020-203340,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,109,200000,561472v2,Human loss-of-function variants suggest that partial LRRK2 inhibition is a safe therapeutic strategy for Parkinson’s disease,9/18/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/561472v2.pdf,Nicola Whiffin; Irina M. Armean; Aaron Kleinman; Jamie L. Marshall; Eric V. Minikel; Julia K. Goodrich; Nicholas M Quaife; Joanne B Cole; Qingbo Wang; Konrad J. Karczewski; Beryl B. Cummings; Laurent Francioli; Kristen Laricchia; Anna Guan; Babak Alipanahi; Peter Morrison; Marco A.S. Baptista; Kalpana M. Merchant; James S. Ware; Aki S. Havulinna; Bozenna Iliadou; Jung-Jin Lee; Girish N. Nadkarni; Cole Whiteman; Mark Daly; Tõnu Esko; Christina Hultman; Ruth J.F. Loos; Lili Milani; Aarno Palotie; Carlos Pato; Michele Pato; Danish Saleheen; Patrick F. Sullivan; Jessica Alföldi; Paul Cannon; Daniel G. MacArthur,,Nicola Whiffin,,Daniel G. MacArthur,,
072020-203337,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,108,200000,660662v2,The transcription factor Shox2 shapes thalamocortical neuron firing and synaptic properties,9/6/19,"Thalamocortical neurons (TCNs) transmit information about sensory stimuli from the thalamus to the cortex. In response to different physiological states and demands TCNs can fire in tonic and/or phasic burst modes. These firing properties of TCNs are supported by precisely timed inhibitory synaptic inputs from the thalamic reticular nucleus and intrinsic currents, including T-type Ca2+ and HCN currents. These intrinsic currents are mediated by Cav3.1 and HCN channel subunits, and alterations in expression or modulation of these channels can have dramatic implications on thalamus function. The factors that regulate these currents controlling the firing patterns important for integration of the sensory stimuli and the consequences resulting from the disruption of these firing patterns are not well understood. Shox2 is a transcription factor known to be important for pacemaker activity in the heart. We show here that Shox2 is also expressed in adult mouse thalamus. We hypothesized that genes regulated by Shox2’s transcriptional activity may be important for physiological properties of TCNs. In this study, we used RNA sequencing on control and Shox2 knockout mice to determine Shox2-affected genes and revealed a network of ion channel genes important for neuronal firing properties. Quantitative PCR confirmed that expression of Hcn2, 4 and Cav3.1 genes were affected by Shox2 KO. Western blotting showed expression of the proteins for these channels was decreased in the thalamus, and electrophysiological recordings showed that Shox2 KO impacted the firing and synaptic properties of TCNs. Finally, behavioral studies revealed that Shox2 expression in TCNs play a role in somatosensory function and object recognition memory. Overall, these results reveal Shox2 as a transcription factor important for TCN firing properties and thalamic function.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/660662v2.pdf,Diankun Yu; Matthieu Maroteaux; Yingnan Song; Xiao Han; Isabella Febbo; Claire Namboodri; Cheng Sun; Wenduo Ye; Emily Meyer; Stuart Rowe; YP Chen; LA Schrader,,Diankun Yu,,LA Schrader,,
072020-203716,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,187,200000,758284v1,A Monte Carlo method to estimate cell population heterogeneity,9/5/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/758284v1.pdf,Ben Lambert; David J. Gavaghan; Simon Tavener,,Ben Lambert,,Simon Tavener,,
072020-203251,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,89,200000,756056v1,Comprehensive epigenome characterization reveals diverse transcriptional regulation across human vascular endothelial cells,9/5/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/756056v1.pdf,Ryuichiro Nakato; Youichiro Wada; Ryo Nakaki; Genta Nagae; Yuki Katou; Shuichi Tsutsumi; Natsu Nakajima; Hiroshi Fukuhara; Atsushi Iguchi; Takahide Kohro; Yasuharu Kanki; Yutaka Saito; Mika Kobayashi; Akashi Izumi-Taguchi; Naoki Osato; Kenji Tatsuno; Asuka Kamio; Yoko Hayashi-Takanaka; Hiromi Wada; Shinzo Ohta; Masanori Aikawa; Hiroyuki Nakajima; Masaki Nakamura; Rebecca C. McGee; Kyle W. Heppner; Tatsuo Kawakatsu; Michiru Genno; Hiroshi Yanase; Haruki Kume; Takaaki Senbonmatsu; Yukio Homma; Shigeyuki Nishimura; Toutai Mitsuyama; Hiroyuki Aburatani; Hiroshi Kimura; Katsuhiko Shirahige,,Ryuichiro Nakato,,Katsuhiko Shirahige,,
